ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-496N|refseq:NP_005635|uniprotkb:Q16514	DIP-496N|refseq:NP_005635|uniprotkb:Q16514	-	-	-	-	MI:0404(comigration in non denaturing gel electrophoresis)	-	pubmed:8598932|pubmed:DIP-6S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)	MI:0465(dip)	DIP-148E	dip-quality-status:core	dip:0002(small scale)		-
DIP-496N|refseq:NP_005635|uniprotkb:Q16514	DIP-420N|refseq:NP_003529|uniprotkb:P02304	 -	-	-	-	MI:0404(comigration in non denaturing gel electrophoresis)|MI:0401(biochemical)	-	pubmed:8598932|pubmed:DIP-6S|pubmed:8598932|pubmed:DIP-6S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-149E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-435N|uniprotkb:Q16594	DIP-420N|refseq:NP_003529|uniprotkb:P02304	 -	-	-	-	MI:0404(comigration in non denaturing gel electrophoresis)|MI:0401(biochemical)	-	pubmed:8598932|pubmed:DIP-6S|pubmed:8598932|pubmed:DIP-6S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-150E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-421N|refseq:NP_066402|uniprotkb:P06899	DIP-493N|uniprotkb:Q62311	 -	-	-	-	MI:0401(biochemical)|MI:0404(comigration in non denaturing gel electrophoresis)	-	pubmed:8598932|pubmed:DIP-6S|pubmed:8598932|pubmed:DIP-6S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-151E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-922N|refseq:NP_003484|uniprotkb:Q16695	DIP-493N|uniprotkb:Q62311	 -	-	-	-	MI:0401(biochemical)|MI:0404(comigration in non denaturing gel electrophoresis)	-	pubmed:8598932|pubmed:DIP-6S|pubmed:8598932|pubmed:DIP-6S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-152E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-839N|refseq:NP_011790|uniprotkb:P46677	DIP-1078N|refseq:NP_003185|uniprotkb:P20226	 -	-	-	-	MI:0401(biochemical)	-	pubmed:7935765|pubmed:DIP-215S	taxid:4932(Saccharomyces cerevisiae)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)	MI:0465(dip)	DIP-155E	dip-quality-status:core	dip:0002(small scale)		-
DIP-1078N|refseq:NP_003185|uniprotkb:P20226	DIP-147N|uniprotkb:P21675	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0018(two hybrid)|MI:0006(anti bait coimmunoprecipitation)|MI:0018(two hybrid)|MI:0047(far western blotting)|MI:0047(far western blotting)|MI:0045(experimental interaction detection)	-	pubmed:7680771|pubmed:DIP-17394S|pubmed:7680771|pubmed:DIP-17394S|pubmed:7680771|pubmed:DIP-17394S|pubmed:rtd:7680771|pubmed:DIP-383S|pubmed:7680771|pubmed:DIP-17394S|pubmed:7680771|pubmed:DIP-17394S|pubmed:rtd:7680771|pubmed:DIP-383S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0218(physical interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0218(physical interaction)	MI:0465(dip)	DIP-156E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0002(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0002(small scale)		-
DIP-1021N|uniprotkb:P11277	DIP-1020N|refseq:NP_003117|uniprotkb:P02549	 -	-	-	-	MI:0045(experimental interaction detection)	-	pubmed:8226774|pubmed:DIP-359S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)	MI:0465(dip)	DIP-171E	dip-quality-status:core	dip:0002(small scale)		-
DIP-493N|uniprotkb:Q62311	DIP-435N|uniprotkb:Q16594	 -	-	-	-	MI:0404(comigration in non denaturing gel electrophoresis)|MI:0045(experimental interaction detection)|MI:0019(coimmunoprecipitation)	-	pubmed:7667268|pubmed:DIP-231S|pubmed:7667268|pubmed:DIP-231S|pubmed:7667268|pubmed:DIP-231S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-173E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-496N|refseq:NP_005635|uniprotkb:Q16514	DIP-493N|uniprotkb:Q62311	 -	-	-	-	MI:0019(coimmunoprecipitation)|MI:0045(experimental interaction detection)|MI:0404(comigration in non denaturing gel electrophoresis)	-	pubmed:7667268|pubmed:DIP-231S|pubmed:7667268|pubmed:DIP-231S|pubmed:7667268|pubmed:DIP-231S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-174E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-1078N|refseq:NP_003185|uniprotkb:P20226	DIP-493N|uniprotkb:Q62311	 -	-	-	-	MI:0019(coimmunoprecipitation)|MI:0045(experimental interaction detection)|MI:0404(comigration in non denaturing gel electrophoresis)	-	pubmed:7667268|pubmed:DIP-231S|pubmed:7667268|pubmed:DIP-231S|pubmed:7667268|pubmed:DIP-231S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-175E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-493N|uniprotkb:Q62311	DIP-717N|refseq:NP_005504|uniprotkb:P29083	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:7667268|pubmed:DIP-231S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)	MI:0465(dip)	DIP-176E	dip-quality-status:core	dip:0002(small scale)		-
DIP-773N|uniprotkb:P49848	DIP-435N|uniprotkb:Q16594	 -	-	-	-	MI:0404(comigration in non denaturing gel electrophoresis)|MI:0401(biochemical)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)	-	pubmed:7597030|pubmed:DIP-344S|pubmed:7597030|pubmed:DIP-344S|pubmed:23292512|pubmed:DIP-16407S|pubmed:23292512|pubmed:DIP-16407S|pubmed:23292512|pubmed:DIP-16407S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-178E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-1077N|refseq:NP_001505|uniprotkb:Q00403	DIP-435N|uniprotkb:Q16594	 -	-	-	-	MI:0404(comigration in non denaturing gel electrophoresis)|MI:0401(biochemical)	-	pubmed:7597030|pubmed:DIP-344S|pubmed:7597030|pubmed:DIP-344S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-179E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-1078N|refseq:NP_003185|uniprotkb:P20226	DIP-269N|uniprotkb:Q15572	 -	-	-	-	MI:0019(coimmunoprecipitation)|MI:0401(biochemical)	-	pubmed:7801130|pubmed:DIP-213S|pubmed:7801130|pubmed:DIP-213S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-181E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-36N|refseq:NP_612482|uniprotkb:P08047	DIP-1077N|refseq:NP_001505|uniprotkb:Q00403	 -	-	-	-	MI:0045(experimental interaction detection)	-	pubmed:7824954|pubmed:DIP-45S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)	MI:0465(dip)	DIP-188E	dip-quality-status:core	dip:0002(small scale)		-
DIP-150N|refseq:NP_003394|uniprotkb:P25490	DIP-1077N|refseq:NP_001505|uniprotkb:Q00403	 -	-	-	-	MI:0045(experimental interaction detection)	-	pubmed:7824954|pubmed:DIP-45S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)	MI:0465(dip)	DIP-189E	dip-quality-status:core	dip:0002(small scale)		-
DIP-239N|refseq:NP_523391|uniprotkb:Q27272	DIP-368N|uniprotkb:P04637	 -	-	-	-	MI:0071(molecular sieving)	-	pubmed:7809597|pubmed:DIP-37S	taxid:7227(Drosophila melanogaster)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)	MI:0465(dip)	DIP-193E	dip-quality-status:core	dip:0002(small scale)		-
DIP-368N|uniprotkb:P04637	DIP-435N|uniprotkb:Q16594	 -	-	-	-	MI:0019(coimmunoprecipitation)|MI:0071(molecular sieving)	-	pubmed:11278372|pubmed:DIP-3818S|pubmed:7809597|pubmed:DIP-37S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-194E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-773N|uniprotkb:P49848	DIP-368N|uniprotkb:P04637	 -	-	-	-	MI:0071(molecular sieving)	-	pubmed:7809597|pubmed:DIP-37S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)	MI:0465(dip)	DIP-195E	dip-quality-status:core	dip:0002(small scale)		-
DIP-237N|uniprotkb:P47825	DIP-36N|refseq:NP_612482|uniprotkb:P08047	 -	-	-	-	MI:0018(two hybrid)|MI:0401(biochemical)	-	pubmed:8278363|pubmed:DIP-135S|pubmed:8278363|pubmed:DIP-135S	taxid:7227(Drosophila melanogaster)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-196E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-36N|refseq:NP_612482|uniprotkb:P08047	DIP-150N|refseq:NP_003394|uniprotkb:P25490	 -	-	-	-	MI:0404(comigration in non denaturing gel electrophoresis)|MI:0045(experimental interaction detection)|MI:0071(molecular sieving)	-	pubmed:8327494|pubmed:DIP-202S|pubmed:8327494|pubmed:DIP-202S|pubmed:8327494|pubmed:DIP-202S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-198E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-652N|refseq:NP_005162|uniprotkb:P18846	DIP-570N|uniprotkb:P03254	 -	-	-	-	MI:0071(molecular sieving)|MI:0045(experimental interaction detection)|MI:0401(biochemical)|MI:0404(comigration in non denaturing gel electrophoresis)	-	pubmed:8139685|pubmed:DIP-106S|pubmed:8139685|pubmed:DIP-106S|pubmed:8139685|pubmed:DIP-106S|pubmed:8139685|pubmed:DIP-106S	taxid:9606(Homo sapiens)	taxid:10515(Human adenovirus type 2)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-200E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-632N|uniprotkb:P15336	DIP-570N|uniprotkb:P03254	 -	-	-	-	MI:0045(experimental interaction detection)|MI:0401(biochemical)|MI:0401(biochemical)|MI:0404(comigration in non denaturing gel electrophoresis)|MI:0071(molecular sieving)	-	pubmed:8139685|pubmed:DIP-106S|pubmed:8139685|pubmed:DIP-106S|pubmed:8139685|pubmed:DIP-106S|pubmed:8139685|pubmed:DIP-106S|pubmed:8139685|pubmed:DIP-106S	taxid:9606(Homo sapiens)	taxid:10515(Human adenovirus type 2)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-201E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-344N|uniprotkb:P18847	DIP-570N|uniprotkb:P03254	 -	-	-	-	MI:0071(molecular sieving)|MI:0045(experimental interaction detection)|MI:0401(biochemical)|MI:0404(comigration in non denaturing gel electrophoresis)	-	pubmed:8139685|pubmed:DIP-106S|pubmed:8139685|pubmed:DIP-106S|pubmed:8139685|pubmed:DIP-106S|pubmed:8139685|pubmed:DIP-106S	taxid:9606(Homo sapiens)	taxid:10515(Human adenovirus type 2)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-202E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-270N|uniprotkb:P45984	DIP-570N|uniprotkb:P03254	 -	-	-	-	MI:0045(experimental interaction detection)|MI:0404(comigration in non denaturing gel electrophoresis)|MI:0071(molecular sieving)|MI:0401(biochemical)	-	pubmed:8139685|pubmed:DIP-106S|pubmed:8139685|pubmed:DIP-106S|pubmed:8139685|pubmed:DIP-106S|pubmed:8139685|pubmed:DIP-106S	taxid:9606(Homo sapiens)	taxid:10515(Human adenovirus type 2)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-203E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-570N|uniprotkb:P03254	DIP-582N|refseq:NP_000312|uniprotkb:P06400	 -	-	-	-	MI:0017(classical fluorescence spectroscopy)|MI:0404(comigration in non denaturing gel electrophoresis)|MI:0017(classical fluorescence spectroscopy)|MI:0401(biochemical)|MI:0071(molecular sieving)|MI:0045(experimental interaction detection)|MI:0055(fluorescent resonance energy transfer)	-	pubmed:23783631|pubmed:DIP-15919S|pubmed:8139685|pubmed:DIP-106S|pubmed:23783631|pubmed:DIP-15919S|pubmed:8139685|pubmed:DIP-106S|pubmed:8139685|pubmed:DIP-106S|pubmed:8139685|pubmed:DIP-106S|pubmed:23783631|pubmed:DIP-15919S	taxid:10515(Human adenovirus type 2)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-206E	dip-quality-status:core	dip:0004(small scale)|dip:0002(small scale)|dip:0004(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0004(small scale)		-
DIP-582N|refseq:NP_000312|uniprotkb:P06400	DIP-185N|refseq:NP_758961|uniprotkb:P32519	 -	-	-	-	MI:0071(molecular sieving)|MI:0401(biochemical)|MI:0019(coimmunoprecipitation)	-	pubmed:8493578|pubmed:DIP-54S|pubmed:8493578|pubmed:DIP-54S|pubmed:8493578|pubmed:DIP-54S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-210E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-1090N|refseq:NP_041326|uniprotkb:P03129	DIP-582N|refseq:NP_000312|uniprotkb:P06400	 -	-	-	-	MI:0071(molecular sieving)	-	pubmed:8493578|pubmed:DIP-54S	taxid:333760(Human papillomavirus type 16)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)	MI:0465(dip)	DIP-211E	dip-quality-status:core	dip:0002(small scale)		-
DIP-582N|refseq:NP_000312|uniprotkb:P06400	DIP-1091N|refseq:NP_077107|uniprotkb:P03130	 -	-	-	-	MI:0401(biochemical)	-	pubmed:8380462|pubmed:DIP-79S	taxid:9606(Homo sapiens)	taxid:10623(cottontail rabbit papillomavirus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-212E	dip-quality-status:core	dip:0002(small scale)		-
DIP-582N|refseq:NP_000312|uniprotkb:P06400	DIP-463N|uniprotkb:P29374	 -	-	-	-	MI:0401(biochemical)	-	pubmed:8414517|pubmed:DIP-109S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)	MI:0465(dip)	DIP-213E	dip-quality-status:core	dip:0002(small scale)		-
DIP-428N|uniprotkb:Q13029	DIP-582N|refseq:NP_000312|uniprotkb:P06400	 -	-	-	-	MI:0019(coimmunoprecipitation)|MI:0018(two hybrid)|MI:0401(biochemical)	-	pubmed:7538672|pubmed:DIP-191S|pubmed:7538672|pubmed:DIP-191S|pubmed:7538672|pubmed:DIP-191S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-215E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-473N|uniprotkb:Q63755	DIP-582N|refseq:NP_000312|uniprotkb:P06400	 -	-	-	-	MI:0019(coimmunoprecipitation)|MI:0018(two hybrid)|MI:0401(biochemical)	-	pubmed:7538672|pubmed:DIP-191S|pubmed:7538672|pubmed:DIP-191S|pubmed:7538672|pubmed:DIP-191S	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-216E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-495N|refseq:NP_005634|uniprotkb:Q15544	DIP-900N|refseq:NP_005636|uniprotkb:Q15543	 -	-	-	-	MI:0071(molecular sieving)|MI:0019(coimmunoprecipitation)	-	pubmed:7729427|pubmed:DIP-289S|pubmed:7729427|pubmed:DIP-289S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-221E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-1078N|refseq:NP_003185|uniprotkb:P20226	DIP-495N|refseq:NP_005634|uniprotkb:Q15544	 -	-	-	-	MI:0071(molecular sieving)|MI:0019(coimmunoprecipitation)	-	pubmed:7729427|pubmed:DIP-289S|pubmed:7729427|pubmed:DIP-289S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-222E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-900N|refseq:NP_005636|uniprotkb:Q15543	DIP-1078N|refseq:NP_003185|uniprotkb:P20226	 -	-	-	-	MI:0019(coimmunoprecipitation)|MI:0071(molecular sieving)	-	pubmed:7729427|pubmed:DIP-289S|pubmed:7729427|pubmed:DIP-289S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-223E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-297N|uniprotkb:Q12962	DIP-900N|refseq:NP_005636|uniprotkb:Q15543	 -	-	-	-	MI:0071(molecular sieving)|MI:0019(coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:7729427|pubmed:DIP-289S|pubmed:7729427|pubmed:DIP-289S|pubmed:23292512|pubmed:DIP-16407S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-224E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0004(small scale)		-
DIP-1078N|refseq:NP_003185|uniprotkb:P20226	DIP-496N|refseq:NP_005635|uniprotkb:Q16514	 -	-	-	-	MI:0019(coimmunoprecipitation)|MI:0071(molecular sieving)	-	pubmed:7729427|pubmed:DIP-289S|pubmed:7729427|pubmed:DIP-289S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-225E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-496N|refseq:NP_005635|uniprotkb:Q16514	DIP-495N|refseq:NP_005634|uniprotkb:Q15544	 -	-	-	-	MI:0019(coimmunoprecipitation)|MI:0071(molecular sieving)	-	pubmed:7729427|pubmed:DIP-289S|pubmed:7729427|pubmed:DIP-289S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-226E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-297N|uniprotkb:Q12962	DIP-496N|refseq:NP_005635|uniprotkb:Q16514	 -	-	-	-	MI:0019(coimmunoprecipitation)|MI:0071(molecular sieving)	-	pubmed:7729427|pubmed:DIP-289S|pubmed:7729427|pubmed:DIP-289S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-227E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-605N|refseq:NP_032164|uniprotkb:P08752	DIP-422N|uniprotkb:Q08462	 -	-	-	-	MI:0401(biochemical)	-	pubmed:9252377|pubmed:DIP-122S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)	MI:0465(dip)	DIP-261E	dip-quality-status:core	dip:0002(small scale)		-
DIP-21N|refseq:NP_055022|uniprotkb:P06127	DIP-42272N|refseq:NP_002638|uniprotkb:Q8NEB9	 -	-	-	-	MI:0045(experimental interaction detection)	-	pubmed:9079809|pubmed:DIP-81S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)	MI:0465(dip)	DIP-281E	dip-quality-status:core	dip:0002(small scale)		-
DIP-21N|refseq:NP_055022|uniprotkb:P06127	DIP-684N|refseq:NP_004492|uniprotkb:Q00839	 -	-	-	-	MI:0045(experimental interaction detection)	-	pubmed:9079809|pubmed:DIP-81S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)	MI:0465(dip)	DIP-282E	dip-quality-status:core	dip:0002(small scale)		-
DIP-553N|uniprotkb:P06239	DIP-21N|refseq:NP_055022|uniprotkb:P06127	 -	-	-	-	MI:0401(biochemical)|MI:0019(coimmunoprecipitation)	-	pubmed:7513045|pubmed:DIP-340S|pubmed:7513045|pubmed:DIP-340S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-283E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-1050N|refseq:NP_005334|uniprotkb:P01112	DIP-117N|refseq:NP_004283|uniprotkb:Q13671	 -	-	-	-	MI:0077(nuclear magnetic resonance)|MI:0401(biochemical)|MI:0018(two hybrid)|MI:0254(genetic interference)|MI:0019(coimmunoprecipitation)	-	pubmed:24441586|pubmed:DIP-16560S|pubmed:9144171|pubmed:DIP-154S|pubmed:9144171|pubmed:DIP-154S|pubmed:9144171|pubmed:DIP-154S|pubmed:9144171|pubmed:DIP-154S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0254(genetic interference)|MI:0218(physical interaction)	MI:0465(dip)	DIP-286E	dip-quality-status:core	dip:0004(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
